Last Name,First Name,Full Name,Gender,Real Last,Real First,Alternate Names?,Branch,Branch1,Branch2,Branch3,Branch4,Branch5,Branch6,Branch7,Approx Dates in VT,VT Locations,Type of VT Connection,Connection Type Code,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Tarlo,Henrik,Henrik Tarlo,m,,,Henry,"O, MVT",O,MVT,,,,,,"1919-1921, 1921-1926","EE, Romania",Actor,A,,,,,,,,,,,,,,,,,,,,,,Dovid Herman,Alexander Zelwerowicz,,,,,Hazomir,Amateur club,Yiddish,Warsaw,52.229676,21.012229,Yiddish Drama School,Theater school,Yiddish,Warsaw,52.229676,21.012229,,,,,,,Kharkov State Yiddish Theater,"Actor, Director",Yiddish,Kharkov,49.993501,36.230383,,,,,,,,,,,,,Artistishe vinkele,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,Hazomir,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zygmunt Turkow,Performed with,Władysław Godik,Performed with,Ida Kaminska,Performed with,Ester-Rokhl Kaminska,Performed with,Diana Blumenfeld,Performed with,Adam Domb,Performed with,Sonia Altboym,Performed with,Ruth Turkow,Performed with,Yonas Turkow,Performed with,Moyshe Lipman,Performed with,Dovid Herman,Performed with,Yankev Shidlo,Performed with,Yonas Turkow,Performed with,Morits Norvid,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taru,Ruth,Ruth Taru,f,Tukhmakher,Reyzl,Ruth Taru-Kowalska,MVT,MVT,,,,,,,1927-1929,EE,Actor,A,,,,,,,,,,,,,,,,,,,,,,Dovid Herman,,,,,,,,,,,,,,,,,,,,,,,,Polish State Yiddish Theater,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Lower Silesian Yiddish Theater,Actor,Yiddish,Wrocław,51.107885,17.038538,,,,Sziraim,Actor,Yiddish,Wrocław,51.107885,17.038538,,,,,,,Azazel,Actor,Yiddish,Warsaw,52.229676,21.012229,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zygmunt Turkow,Performed with,Ida Kaminska,Performed with,Simkhe Natan,Performed with,Yankev Reynglas,Performed with,Henrik Galeen,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tayman,Moyshe,Moyshe Tayman,m,,,"Moses Tayman, Moshe Teyman","AA, AmRev, Bronx",AA,AmRev,Bronx,,,,,"1924, 1926-1927, 1928-1930",US,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dvoid Tselmayster,Performed with,A.Y. Kaminski,Performed with,Moyshe Lipman,Performed with,Zygmunt Turkow,Performed with,Ida Kaminska,Performed with,Boris Thomashefsky,Performed with,Dovid Tselmayster,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taytlboym,Avrom,Avrom Taytlboym,m,,,Abraham Teitelbaum,"MVT, Belgium, AA",MVT,Belgium,AA,,,,,"1918-1919, 1919, 1928-1929","EE, WE","Actor, Director, Translator","A, Dir, DT",,,,,,,,,,,,,,,,,,,,,,Y.L. Peretz,Mark Arnshteyn,,,,,Hazomir,Amateur club,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Ester-Rokhl Kaminska Troupe,Actor,Yiddish,Odessa,46.482526,30.72331,Kiev,50.450101,30.523401,Minsk,53.900001,27.566667,Warsaw,52.229676,21.012229,,,,Hazomir,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,Fareynikte trupe,Actor,Yiddish,Warsaw,52.229676,21.012229,Chicago Dramatishe Gezelshaft,Actor,Yiddish,Chicago,41.878114,-87.629798,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Yankev Mestel,Performed with,Reuven Vendorf,Performed with,Maurice Schwartz,Performed with,Baruch Lumet,Performed with,Zvi Scooler,Performed with,Lucy German,Performed with,Misha German,Performed with,Luba Kadison,Performed with,Joseph Buloff,Performed with,Boris Aronson,Performed with,Julius Adler,Performed with,Bertha Gersten,Performed with,Paul Muni,Performed with,Paul Baratoff,Performed with,Celia Adler,Performed with,Helen Beverly,Performed with,Sam Leve,Performed with,Mark Arnshteyn,Performed with,Ester-Rokhl Kaminska,Performed with,Leib Kadison,Performed with,Luba Kadison,Performed with,Dovid Likht,Performed with,Ester Neroslavska,Performed with,Jerome Robbins,Performed with,Fela Biro,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Jenny Goldstein,Performed with,Charlotte Goldstein Chafran,Performed with,Bela Belarina,Performed with,Joseph Green,Performed with,Avrom Morevsky,Performed with,Mordechai Yachson,Performed with,Yoysef Shlivniak,Performed with,Shloyme Krause,Performed with,Louis Weisberg,Performed with,Ben Tsion Shoenfeld,Performed with,Alex Chertov,Performed with,Y.L. Peretz,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tselmayster,Dovid,Dovid Tselmayster,m,,,Celmajster,Stein,Stein,,,,,,,193?,Berlin,"Director, Producer","Dir, M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Y. Kaminski,Performed with,Moyshe Tayman,Performed with,Leah Naomi,Performed with,Zygmunt Turkow,Producer,Ida Kaminska,Producer,Molly Picon,Producer,Jacob Kalich,Producer,Alexander Granovsky,Producer,Maurice Schwartz,Producer,Rose Shoshana,Director,Naomi Natan,Director,Avrom Morevsky,Director,Dovid Herman,Producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsienzon,, Tsienzon,m,,,Zionzohn,O,O,,,,,,,1916,Vilna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunis,Herman,Herman Tunis,m,Ovend,Chaim-Hersh,,Stein,Stein,,,,,,,193?,Vienna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkow,Zygmunt,Zygmunt Turkow,m,,,,MVT,MVT,,,,,,,"1921, 1932",EE,Actor,A,Ida Kaminska,Husband,Ruth Turkow,Father,Yonas Turkow,Brother,Yitzkhok Grudberg,Brother,Diana Blumenfeld,Brother-in-law,Josef Kaminski,Brother-in-law,Ester-Rokhl Kaminska,Son-in-law,A.Y. Kaminski,Son-in-law,,,,,,Y.L. Peretz,Alexander Zelwerowicz,,Dovid Herman,,,Hazomir,Amateur club,Yiddish,Warsaw,52.229676,21.012229,Yiddish Drama School,Theater school,Yiddish,Warsaw,52.229676,21.012229,,,,,,,FAKT,Co-founder,Yiddish,Krakow,50.064651,19.944981,Lodz,51.759248,19.455983,,,,,,,,,,Teatr Polski,Actor,Polish,Warsaw,52.229676,21.012229,,,,VNIT,Director,Yiddish,Warsaw,52.229676,21.012229,Zuta,"Founder, Director",Hebrew,Tel Aviv,32.085301,34.781768,Lower Silesian Yiddish Theater,Director,Yiddish,Wrocław,51.107885,17.038538,VYKT,"Director, Founder",Yiddish,Warsaw,52.229676,21.012229,Hazomir,Actor,Yiddish,Warsaw,52.229676,21.012229,Artistishe vinkele,Founder,Yiddish,Warsaw,52.229676,21.012229,Brazilian National Theater,Founder,Portuguese,Sao Paolo,-23.550521,-46.633309,Dovid Herman Theater,Actor,Yiddish,Melbourne,-37.814107,144.963281,Unzer vinkl,Actor,Yiddish,Vilna,54.687156,25.279651,Sonia Altboym,"Director, Performed with",Adam Domb,"Director, Performed with",Miriam Kressyn,Performed with,Henekh Kon,Composer,Dina Halpern,Performed with,Yitzkhok Grudberg,"Performed with, Directed",Henryk Szaro,Performed with,Ruth Turkow,"Director, Performed with",Fela Garbarz,Director,Shimon Dzigan,Director,Yisroel Shumacher,Director,Henekh Kon,Director,Simkhe Natan,Director,Ester-Rokhl Kaminska,Performed with,Władysław Godik,Performed with,Moyshe Lipman,Performed with,Yonas Turkow,Performed with,Diana Blumenfeld,Performed with,Ida Kaminska,Performed with,Karol Frycz,Director,Meir Melman,"Director, Performed with",Dovid Birnboym,Director,Shabsay Bliakher,Performed with,Arnold Szyfman,Performed with,Dovid Herman,"Co-Founder, Performed with",Bela Belarina,Performed with,Hersh Poznanski,Performed with,Jacob Rotbaum,Director,Alex Stein,Director,Ida Kaminska,Director,Avrom Morevsky,Performed with,Yankev Mansdorf,Director,Roza Birnboym,Performed with,Ester-Rokhl Kaminska,Performed with,Betty Dalska,Performed with,Ida Kaminska,Performed with,Wolf Zilberberg,Performed with,Zalmen Hirshfeld,Performed with,Yankev Mandlblit,Performed with,Khavel Buzgan,Performed with,Josef Kaminski,Performed with,Fritz Kleynman,Director,Dovid Birnboym,Teacher,Zalmen Hirshfeld,Teacher,Basheva Kremer,Teacher,Yankev Kurlender,Teacher,Yankev Mansdorf,Teacher,Nokhum Melnik,Teacher,Moyshe Potashinski,Teacher,Ester Rapel,Teacher,Simkhe Vaynshtok,Teacher,Naomi Natan,Director,Isaac Schlossberg,Director,Yitskhok Dogim,Performed with,Paul Breitman,Performed with
Ulraykh,Dovid,Dovid Ulraykh,m,,,Dawid Ulrajch,MVT,MVT,,,,,,,1928-1932,Warsaw,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urich,Pepi,Pepi Urich,f,,Perele,Pearl Urich,MVT,MVT,,,,,,,1928-1929,EE,Actor,A,Yankev Mandlblit,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azazel,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Ararat,Actor,Yiddish,Lodz,51.759248,19.455983,,,,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankev Mandlblit,Performed with,Yonas Turkow,Performed with,Diana Blumenfeld,Performed with,Dovid Likht,Performed with,Lidia Pototska,Performed with,Isaac Samberg,Performed with,Dovid Herman,Performed with,Moyshe Broderzon,Performed with,Zygmunt Turkow,Performed with,Isaac Samberg,Performed with,Bertha Gersten,Performed with,Henekh Kon,Performed with,Simkhe Vaynshtok,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valden,Yezshi,Yezshi Valden,m,,,,?,?,,,,,,,?,EE,Director,Dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valpin,Meri,Meri Valpin,f,,,,MVT,MVT,,,,,,,1928-1929,Warsaw,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valter,Pola,Pola Valter,f,Shreyder,,Paula Walter,"O, MVT, AA, Belgium, AmRev, Stein",O,MVT,AA,Belgium,AmRev,Stein,,"1916-1923, 1923-1924, 1926-1927, 1929-1930","EE, WE, US, Belgium",Actor,A,Matisyahu Kovalski,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyshe Feder,Performed with,Reuven Vendorf,Performed with,Yankev Mestel,Performed with,Osip Dimov,Performed with,Bertha Gersten,Performed with,Rose Shoshana,Performed with,Rokhl Holtzer,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaykhert,Mikhl,Mikhl Vaykhert,m,,,"Michal Weichert, Michl Weichert",MVT,MVT,,,,,,,1928-1930,Warsaw,Director,Dir,,,,,,,,,,,,,,,,,,,,,,Max Reinhardt,,,,,,Max Reinhardt Seminar,Theater school,German,Vienna,48.189588,16.312573,University of Vienna Law School,College/University,German,Vienna,48.213121,16.360188,,,,,,,Yidisher Artistn Fareyn,Head,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Yidishe dramatishe shul,"Founder, Teacher",Yiddish,Warsaw,52.229676,21.012229,,,,Grupe 36,Director,Yiddish,Warsaw,52.229676,21.012229,Folks un yugnt teater,Director,Yiddish,Lodz,51.759248,19.455983,Nayer yidisher teater,Director,Yiddish,Riga,56.949649,24.105186,Yung Teater,"Founder, Director",Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordechai Mazo,Manager,Klara Segalovitch ,Manager,Henekh Kon,Director,Judith Berg,Director,Felix Fibich,Director,Szymon Syrkus,Director,Andrzej Pronaszko,Director,Leon Schiller,Director,Władysław Godik,Performed with,Ester Goldnberg,Performed with,Shloyme Kon,Performed with,Max Wiskind,Performed with,Aaron Zeitlin,Performed with,Jacob Rotbaum,Director,Władysław Weintraub ,Director,Yankev Kurlender,Teacher,Yankev Mansdorf,"Director, Teacher",Moyshe Potashinski,Teacher,Dovid Birnboym,"Teacher, Performed with",Avrom Morevsky,Director,Simkhe Vaynshtok,Teacher,Yoyel Bergman,Director,Dovid Birnboym,Teacher,Zalmen Hirshfeld,Teacher,Nokhum Melnik,Teacher,Ester Rapel,Teacher,Wolf Zilberberg,Colleague,Alexander Zelwerowicz,Colleague,Rokhl Holtzer,Director,Basheva Kremer,Teacher,Yankev Kurlender,Director,Yankev Mandlblit,Director,Rose Shoshana,Performed with,Lea Rotbaum,Colleague,Yosef Kamen,Director,Isaac Samberg,"Co-founder, Performed with",Moyshe Schneidow,Performed with,Daniel Shapiro,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaynshtok,Simkhe,Simkhe Vaynshtok,m,,,"Simi Weinstock, Simon Weinstock, Sam Weinstock",MVT,MVT,,,,,,,1925-1929,EE,Actor,A,,,,,,,,,,,,,,,,,,,,,,Mikhl Vaykhert,Alexander Zelwerowicz,Dovid Herman,Zygmunt Turkow,Władysław Godik,,Yidishe dramatishe shul,Theater school,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Azazel,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Ararat,Actor,Yiddish,Lodz,51.759248,19.455983,,,,Akord,Founder,Yiddish,EE Touring,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankev Mandlblit,"Performed with, Co-Founder, Performed with",Dovid Herman,Performed with,Henekh Kon,Performed with,Moyshe Broderzon,Performed with,Władysław Godik,Performed with,Pepi Urich,Performed with,Yonas Turkow,Performed with,Bertha Kalich,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendorf,Leola,Leola Vendorf,f,Vaserman,,"Leola Wendorff, Laiola Wendorff","Bronx, AmRev2",Bronx,AmRev2,,,,,,"1928, 1932",US,Actor,A,Reuven Vendorf,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,Folksbiene,Actor,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leib Kadison,Performed with,Misha Fishzon,Performed with,Jack Nicholson,Performed with,Reuven Vendorf,Performed with,Molly Pickus,Performed with,Maurice Schwartz,Performed with,Paul Baratoff,Performed with,Jacob Ben-Ami,Performed with,Fela Biro,Performed with,Bertha Gersten,Performed with,Luba Kadison,Performed with,Ester Neroslavska,Performed with,Zvi Scooler,Performed with,Avrom Taytlboym,Performed with,Cary Grant,Performed with,Doris Day,Performed with,Gene Kelly,Performed with,Cyd Charisse,Performed with,Sidney Poitier,Performed with,Leonard Nimoy,Performed with,Helin Zelinskaya,Performed with,Ida Garber,Performed with,Shloyme Krause,Performed with,Benjamin Fishbein,Performed with,Alex Chertov,Performed with,Helen Zelinskaya,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendorf,Reuven,Reuven Vendorf,m,,,"Reuven Wendorff, Rubin Wendorf","AA, AmRev, Bronx, AmRev2",AA,AmRev,Bronx,AmRev2,,,,"1924-1926; 1928-1930, 1932",US,Actor,A,Leola Vendorf,Husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hirschbein Troupe,Actor,Yiddish,Odessa,46.482526,30.723311,Warsaw,52.229676,21.012229,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,Irving Place Art Theater,Actor,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Performed with,Moyshe Feder,Performed with,Pola Valter,Performed with,Yankev Mestel,Performed with,Osip Dimov,Performed with,Bertha Gersten,Performed with,Jacob Ben-Ami,Performed with,Avrom Taytlboym,Performed with,Paul Baratoff,Performed with,Edgar G. Ulmer,Performed with,Julius Adler,Performed with,Luba Kadison,Performed with,Zvi Scooler,Performed with,Noah Nachbush,Performed with,Helen Beverly,Performed with,Sam Leve,Performed with,Ida Garber,Performed with,Ester Neroslavska,Performed with,Jerome Robbins,Performed with,Fela Biro,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Jenny Goldstein,Performed with,Peretz Hirschbein,Performed with,Jacob Ben-Ami,Performed with,Leah Naomi,Performed with,Betty Dalska,Performed with,Dovid Herman,Performed with,Wolf Zilberberg,Performed with,Avrom Morevsky,Performed with,Nokhum Lipovski,Performed with,Helen Zelinskaya,Performed with,Julius Adler,Performed with,Charlotte Goldstein Chafran,Performed with,Paul Baratoff,Performed with,Stella Adler,Performed with,Lidia Pototska,Performed with,Yankev Mestel,Performed with,Leonid Sniegov,Performed with,Gene Saks,Performed with,Seymour Rexite,Performed with,Sidney Poitier,Performed with,Ida Garber,Performed with,Shloyme Krause,Performed with,Benjamin Fishbein,Performed with,Alex Chertov,Performed with,Natan Gaiptman,Performed with,Slava Estrin,Performed with,Cyd Charisse,Performed with,Gene Kelly,Performed with,,,,,,,,,,
Veyde,Miriam,Miriam Veyde,f,,,Miriam Weide,"MVT, AA, AmRev",MVT,AA,AmRev,,,,,"1919-1921, 1922-1925, 1926-1927","EE, WE, US",Actor,A,,,,,,,,,,,,,,,,,,,,,,Dovid Herman,,,,,,Hazomir,Amateur club,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Hazomir,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Artistishe vinkele,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zygmunt Turkow,Performed with,Dovid Herman,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viner,Leyb,Leyb Viner,m,,,,MVT,MVT,,,,,,,1933,Warsaw,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitalin,Frida,Frida Vitalin,f,Shimelinska,,"Frida Witalin, Frida Vitalina, Frida Lapin","O, AA, Belgium, Stein",O,AA,Belgium,Stein,,,,"1916-1918, 1921-1925, 1929-1930","EE, WE, Belgium, Germany, Vienna",Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YKTAV,Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,Unzer teater,Actor,Yiddish,"Bronx, New York",40.844782,-73.864827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peretz Hirschbein,Performed with,Jacob Ben-Ami,Performed with,Mendl Elkin,Performed with,Chaim Shniur,Performed with,Yankev Blayfer,Performed with,Jacob Bergrin,Performed with,Bela Belarina,Performed with,Boris Aronson,Performed with,Wolf Barzel,Performed with,Avrom Morevsky,Performed with,Alex Stein,Performed with,Khavel Buzgan,Performed with,Daniel Shapiro,Performed with,Yonas Turkow,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitkover,Fishl,Fishl Vitkover,m,,,,MVT,MVT,,,,,,,192?,EE,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltshinsky,, Voltshinsky,m,,,,O,O,,,,,,,1917,Vilna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
